[detection] The camouflaged objects.
COD10K-CAM-3-Flying-51-Bee-3002.jpg@#@<p>The camouflaged objects</p> {<15><28><48><67>}<delim>{<0><1><99><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-554.jpg@#@<p>The camouflaged objects</p> {<0><16><83><57>}
COD10K-CAM-1-Aquatic-13-Pipefish-661.jpg@#@<p>The camouflaged objects</p> {<0><34><99><82>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-315.jpg@#@<p>The camouflaged objects</p> {<21><9><76><100>}<delim>{<18><58><34><87>}
COD10K-CAM-3-Flying-57-Dragonfly-3585.jpg@#@<p>The camouflaged objects</p> {<7><4><98><92>}<delim>{<10><46><97><92>}
COD10K-CAM-2-Terrestrial-44-Snake-2476.jpg@#@<p>The camouflaged objects</p> {<8><7><56><65>}<delim>{<0><1><19><45>}
COD10K-CAM-3-Flying-59-Grasshopper-3814.jpg@#@<p>The camouflaged objects</p> {<35><8><100><83>}<delim>{<0><4><63><97>}
COD10K-CAM-3-Flying-64-Moth-4443.jpg@#@<p>The camouflaged objects</p> {<16><12><82><81>}
COD10K-CAM-1-Aquatic-13-Pipefish-721.jpg@#@<p>The camouflaged objects</p> {<35><29><43><40>}<delim>{<17><54><33><65>}<delim>{<51><67><59><79>}<delim>{<68><59><78><70>}
COD10K-CAM-4-Amphibian-67-Frog-4783.jpg@#@<p>The camouflaged objects</p> {<47><38><86><79>}<delim>{<0><54><40><100>}<delim>{<83><1><100><73>}
COD10K-CAM-1-Aquatic-13-Pipefish-844.jpg@#@<p>The camouflaged objects</p> {<39><40><65><76>}<delim>{<28><17><45><35>}<delim>{<58><63><80><81>}
COD10K-CAM-1-Aquatic-13-Pipefish-837.jpg@#@<p>The camouflaged objects</p> {<54><27><99><76>}<delim>{<13><21><61><50>}
COD10K-CAM-1-Aquatic-7-Flounder-289.jpg@#@<p>The camouflaged objects</p> {<12><23><89><75>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1616.jpg@#@<p>The camouflaged objects</p> {<39><1><69><96>}<delim>{<40><8><57><93>}
COD10K-CAM-2-Terrestrial-45-Spider-2554.jpg@#@<p>The camouflaged objects</p> {<20><17><68><93>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-872.jpg@#@<p>The camouflaged objects</p> {<22><18><68><70>}<delim>{<22><59><42><73>}
COD10K-CAM-3-Flying-56-Cicada-3543.jpg@#@<p>The camouflaged objects</p> {<36><14><81><97>}<delim>{<20><53><56><98>}
COD10K-CAM-4-Amphibian-68-Toad-4936.jpg@#@<p>The camouflaged objects</p> {<40><56><61><86>}<delim>{<39><33><59><50>}
COD10K-CAM-4-Amphibian-68-Toad-4913.jpg@#@<p>The camouflaged objects</p> {<54><30><88><62>}<delim>{<67><31><89><59>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1722.jpg@#@<p>The camouflaged objects</p> {<52><19><68><64>}<delim>{<17><0><56><99>}
COD10K-CAM-2-Terrestrial-45-Spider-2527.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}<delim>{<14><9><35><64>}<delim>{<27><11><48><66>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1092.jpg@#@<p>The camouflaged objects</p> {<47><27><66><58>}<delim>{<31><20><84><81>}
COD10K-CAM-3-Flying-61-Katydid-4054.jpg@#@<p>The camouflaged objects</p> {<10><1><100><86>}
COD10K-CAM-3-Flying-55-Butterfly-3315.jpg@#@<p>The camouflaged objects</p> {<0><0><83><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2173.jpg@#@<p>The camouflaged objects</p> {<16><25><68><93>}
COD10K-CAM-4-Amphibian-68-Toad-4886.jpg@#@<p>The camouflaged objects</p> {<48><71><70><83>}<delim>{<64><72><75><83>}
COD10K-CAM-1-Aquatic-13-Pipefish-528.jpg@#@<p>The camouflaged objects</p> {<57><29><98><67>}<delim>{<0><30><41><64>}
COD10K-CAM-2-Terrestrial-45-Spider-2640.jpg@#@<p>The camouflaged objects</p> {<1><1><98><98>}
COD10K-CAM-5-Other-69-Other-5023.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4133.jpg@#@<p>The camouflaged objects</p> {<6><17><84><99>}<delim>{<7><18><58><72>}
COD10K-CAM-4-Amphibian-68-Toad-4826.jpg@#@<p>The camouflaged objects</p> {<1><14><78><75>}
COD10K-CAM-4-Amphibian-68-Toad-4887.jpg@#@<p>The camouflaged objects</p> {<10><15><84><88>}
COD10K-CAM-4-Amphibian-68-Toad-4965.jpg@#@<p>The camouflaged objects</p> {<54><39><86><84>}<delim>{<57><37><86><69>}
COD10K-CAM-3-Flying-65-Owl-4577.jpg@#@<p>The camouflaged objects</p> {<0><1><85><100>}<delim>{<2><30><27><98>}
COD10K-CAM-2-Terrestrial-28-Deer-1795.jpg@#@<p>The camouflaged objects</p> {<35><46><42><57>}<delim>{<69><25><75><31>}
COD10K-CAM-3-Flying-66-Owlfly-4666.jpg@#@<p>The camouflaged objects</p> {<13><17><54><86>}<delim>{<15><17><54><86>}<delim>{<15><19><55><85>}
COD10K-CAM-4-Amphibian-67-Frog-4679.jpg@#@<p>The camouflaged objects</p> {<1><1><100><98>}
COD10K-CAM-1-Aquatic-6-Fish-235.jpg@#@<p>The camouflaged objects</p> {<23><34><81><75>}
COD10K-CAM-2-Terrestrial-45-Spider-2526.jpg@#@<p>The camouflaged objects</p> {<7><24><83><65>}<delim>{<58><62><89><100>}
COD10K-CAM-1-Aquatic-6-Fish-191.jpg@#@<p>The camouflaged objects</p> {<16><23><99><84>}<delim>{<20><15><100><88>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2368.jpg@#@<p>The camouflaged objects</p> {<25><54><53><91>}<delim>{<26><82><50><91>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1594.jpg@#@<p>The camouflaged objects</p> {<15><49><65><76>}<delim>{<0><1><100><99>}
COD10K-CAM-3-Flying-59-Grasshopper-3630.jpg@#@<p>The camouflaged objects</p> {<0><12><92><54>}<delim>{<0><26><93><54>}
COD10K-CAM-3-Flying-59-Grasshopper-3799.jpg@#@<p>The camouflaged objects</p> {<64><37><75><82>}<delim>{<39><10><53><91>}
COD10K-CAM-1-Aquatic-16-Shrimp-1119.jpg@#@<p>The camouflaged objects</p> {<20><5><71><88>}<delim>{<46><35><57><56>}<delim>{<50><15><79><69>}
COD10K-CAM-3-Flying-65-Owl-4573.jpg@#@<p>The camouflaged objects</p> {<45><40><76><63>}<delim>{<1><1><100><98>}
COD10K-CAM-3-Flying-59-Grasshopper-3780.jpg@#@<p>The camouflaged objects</p> {<1><0><98><98>}
COD10K-CAM-2-Terrestrial-45-Spider-2697.jpg@#@<p>The camouflaged objects</p> {<31><29><67><68>}<delim>{<15><40><69><69>}
COD10K-CAM-2-Terrestrial-45-Spider-2592.jpg@#@<p>The camouflaged objects</p> {<25><0><94><99>}
COD10K-CAM-2-Terrestrial-22-Bug-1277.jpg@#@<p>The camouflaged objects</p> {<28><53><46><77>}<delim>{<29><53><46><77>}
COD10K-CAM-3-Flying-59-Grasshopper-3653.jpg@#@<p>The camouflaged objects</p> {<1><1><98><100>}
COD10K-CAM-3-Flying-57-Dragonfly-3590.jpg@#@<p>The camouflaged objects</p> {<2><1><84><100>}<delim>{<35><0><91><100>}
COD10K-CAM-3-Flying-56-Cicada-3494.jpg@#@<p>The camouflaged objects</p> {<51><29><89><74>}<delim>{<51><26><94><96>}
COD10K-CAM-2-Terrestrial-44-Snake-2472.jpg@#@<p>The camouflaged objects</p> {<0><7><41><63>}
COD10K-CAM-3-Flying-61-Katydid-4101.jpg@#@<p>The camouflaged objects</p> {<31><24><65><91>}<delim>{<15><0><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4166.jpg@#@<p>The camouflaged objects</p> {<1><1><100><97>}
COD10K-CAM-4-Amphibian-68-Toad-4838.jpg@#@<p>The camouflaged objects</p> {<0><45><74><100>}<delim>{<66><91><100><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1565.jpg@#@<p>The camouflaged objects</p> {<2><3><99><100>}
COD10K-CAM-1-Aquatic-12-Pagurian-483.jpg@#@<p>The camouflaged objects</p> {<30><19><82><72>}<delim>{<14><26><34><44>}
COD10K-CAM-1-Aquatic-13-Pipefish-496.jpg@#@<p>The camouflaged objects</p> {<1><30><96><62>}<delim>{<1><48><97><60>}
COD10K-CAM-3-Flying-56-Cicada-3460.jpg@#@<p>The camouflaged objects</p> {<32><19><80><97>}<delim>{<31><0><54><15>}
COD10K-CAM-3-Flying-56-Cicada-3525.jpg@#@<p>The camouflaged objects</p> {<0><1><99><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2304.jpg@#@<p>The camouflaged objects</p> {<7><31><69><64>}
COD10K-CAM-2-Terrestrial-29-Dog-1805.jpg@#@<p>The camouflaged objects</p> {<1><3><100><100>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2865.jpg@#@<p>The camouflaged objects</p> {<1><13><100><99>}
COD10K-CAM-3-Flying-59-Grasshopper-3802.jpg@#@<p>The camouflaged objects</p> {<43><38><56><59>}
COD10K-CAM-3-Flying-65-Owl-4558.jpg@#@<p>The camouflaged objects</p> {<5><0><100><100>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2843.jpg@#@<p>The camouflaged objects</p> {<27><17><80><86>}<delim>{<31><51><53><87>}
COD10K-CAM-3-Flying-65-Owl-4608.jpg@#@<p>The camouflaged objects</p> {<1><17><100><32>}<delim>{<0><21><100><30>}
COD10K-CAM-3-Flying-59-Grasshopper-3632.jpg@#@<p>The camouflaged objects</p> {<37><38><80><91>}<delim>{<0><40><45><96>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2341.jpg@#@<p>The camouflaged objects</p> {<1><0><100><98>}
COD10K-CAM-2-Terrestrial-44-Snake-2485.jpg@#@<p>The camouflaged objects</p> {<41><39><72><96>}<delim>{<0><0><50><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1392.jpg@#@<p>The camouflaged objects</p> {<34><67><61><82>}<delim>{<1><1><49><65>}<delim>{<61><10><82><34>}
COD10K-CAM-3-Flying-61-Katydid-4156.jpg@#@<p>The camouflaged objects</p> {<13><20><64><59>}<delim>{<43><10><81><53>}
COD10K-CAM-1-Aquatic-13-Pipefish-602.jpg@#@<p>The camouflaged objects</p> {<0><1><99><98>}<delim>{<13><39><64><99>}
COD10K-CAM-1-Aquatic-2-ClownFish-13.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}
COD10K-CAM-3-Flying-61-Katydid-4045.jpg@#@<p>The camouflaged objects</p> {<1><5><99><98>}<delim>{<0><1><99><99>}
COD10K-CAM-4-Amphibian-68-Toad-4962.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-65-Owl-4633.jpg@#@<p>The camouflaged objects</p> {<25><1><100><99>}<delim>{<26><32><100><98>}
COD10K-CAM-3-Flying-53-Bird-3024.jpg@#@<p>The camouflaged objects</p> {<17><59><39><86>}<delim>{<20><32><28><49>}<delim>{<13><34><25><49>}<delim>{<71><54><83><72>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2833.jpg@#@<p>The camouflaged objects</p> {<1><2><100><74>}
COD10K-CAM-3-Flying-61-Katydid-4231.jpg@#@<p>The camouflaged objects</p> {<47><18><63><66>}<delim>{<36><25><48><65>}<delim>{<0><6><100><94>}
COD10K-CAM-1-Aquatic-13-Pipefish-774.jpg@#@<p>The camouflaged objects</p> {<54><10><91><28>}<delim>{<1><64><64><78>}<delim>{<18><64><48><78>}
COD10K-CAM-2-Terrestrial-34-Human-2014.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-3-Flying-61-Katydid-3994.jpg@#@<p>The camouflaged objects</p> {<25><35><85><66>}<delim>{<25><40><87><63>}
COD10K-CAM-3-Flying-53-Bird-3175.jpg@#@<p>The camouflaged objects</p> {<36><49><51><74>}<delim>{<52><22><76><44>}<delim>{<66><22><75><45>}
COD10K-CAM-3-Flying-61-Katydid-4154.jpg@#@<p>The camouflaged objects</p> {<5><15><87><86>}
COD10K-CAM-2-Terrestrial-34-Human-1978.jpg@#@<p>The camouflaged objects</p> {<39><46><54><70>}<delim>{<12><22><32><44>}<delim>{<63><24><78><56>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1644.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}
COD10K-CAM-4-Amphibian-68-Toad-5004.jpg@#@<p>The camouflaged objects</p> {<23><44><51><89>}<delim>{<47><47><63><92>}
COD10K-CAM-3-Flying-61-Katydid-4074.jpg@#@<p>The camouflaged objects</p> {<0><7><100><100>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-862.jpg@#@<p>The camouflaged objects</p> {<9><18><87><92>}
COD10K-CAM-2-Terrestrial-45-Spider-2575.jpg@#@<p>The camouflaged objects</p> {<27><31><72><80>}
COD10K-CAM-2-Terrestrial-34-Human-1996.jpg@#@<p>The camouflaged objects</p> {<2><1><98><99>}
COD10K-CAM-1-Aquatic-3-Crab-62.jpg@#@<p>The camouflaged objects</p> {<29><13><47><90>}<delim>{<53><35><78><60>}<delim>{<1><1><10><21>}
COD10K-CAM-3-Flying-62-Mantis-4341.jpg@#@<p>The camouflaged objects</p> {<23><11><70><98>}
COD10K-CAM-3-Flying-65-Owl-4611.jpg@#@<p>The camouflaged objects</p> {<15><16><90><73>}<delim>{<23><64><60><77>}
COD10K-CAM-2-Terrestrial-38-Lizard-2273.jpg@#@<p>The camouflaged objects</p> {<36><0><100><100>}<delim>{<1><1><48><59>}
COD10K-CAM-1-Aquatic-13-Pipefish-620.jpg@#@<p>The camouflaged objects</p> {<1><3><99><100>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1713.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-1-Aquatic-7-Flounder-258.jpg@#@<p>The camouflaged objects</p> {<30><28><72><75>}
COD10K-CAM-2-Terrestrial-34-Human-1970.jpg@#@<p>The camouflaged objects</p> {<1><53><26><93>}<delim>{<1><52><27><93>}
COD10K-CAM-2-Terrestrial-44-Snake-2453.jpg@#@<p>The camouflaged objects</p> {<1><32><100><74>}<delim>{<15><34><50><56>}
COD10K-CAM-1-Aquatic-11-Octopus-441.jpg@#@<p>The camouflaged objects</p> {<6><17><84><99>}<delim>{<30><53><61><92>}
COD10K-CAM-2-Terrestrial-45-Spider-2653.jpg@#@<p>The camouflaged objects</p> {<48><39><68><52>}<delim>{<51><40><63><53>}
COD10K-CAM-2-Terrestrial-32-Giraffe-1934.jpg@#@<p>The camouflaged objects.</p> {<31><69><42><85>}<delim>{<40><71><52><85>}
COD10K-CAM-3-Flying-56-Cicada-3542.jpg@#@<p>The camouflaged objects</p> {<43><27><58><47>}<delim>{<0><46><15><65>}
COD10K-CAM-3-Flying-65-Owl-4587.jpg@#@<p>The camouflaged objects</p> {<83><19><97><45>}<delim>{<9><59><26><84>}<delim>{<66><46><80><61>}
COD10K-CAM-2-Terrestrial-23-Cat-1388.jpg@#@<p>The camouflaged objects</p> {<1><1><99><99>}
COD10K-CAM-3-Flying-64-Moth-4476.jpg@#@<p>The camouflaged objects</p> {<34><42><92><85>}<delim>{<34><42><92><85>}
COD10K-CAM-2-Terrestrial-21-Ant-1240.jpg@#@<p>The camouflaged objects</p> {<16><28><99><53>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-919.jpg@#@<p>The camouflaged objects</p> {<27><31><98><69>}<delim>{<0><14><28><56>}
COD10K-CAM-2-Terrestrial-21-Ant-1241.jpg@#@<p>The camouflaged objects</p> {<22><28><53><67>}<delim>{<1><1><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4224.jpg@#@<p>The camouflaged objects</p> {<7><48><46><93>}<delim>{<47><1><100><94>}
COD10K-CAM-2-Terrestrial-23-Cat-1476.jpg@#@<p>The camouflaged objects</p> {<0><40><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3673.jpg@#@<p>The camouflaged objects</p> {<3><12><89><55>}<delim>{<47><13><86><30>}
COD10K-CAM-2-Terrestrial-29-Dog-1814.jpg@#@<p>The camouflaged objects</p> {<40><49><61><68>}<delim>{<54><27><74><38>}
COD10K-CAM-3-Flying-59-Grasshopper-3712.jpg@#@<p>The camouflaged objects</p> {<23><46><58><92>}<delim>{<67><15><86><40>}
COD10K-CAM-3-Flying-53-Bird-3096.jpg@#@<p>The camouflaged objects</p> {<30><21><71><70>}
COD10K-CAM-2-Terrestrial-28-Deer-1788.jpg@#@<p>The camouflaged objects</p> {<72><63><80><73>}<delim>{<81><59><87><70>}<delim>{<62><54><67><70>}<delim>{<46><40><51><64>}
COD10K-CAM-3-Flying-65-Owl-4659.jpg@#@<p>The camouflaged objects</p> {<35><11><80><82>}<delim>{<43><37><79><79>}<delim>{<6><0><20><31>}
COD10K-CAM-3-Flying-61-Katydid-4196.jpg@#@<p>The camouflaged objects</p> {<10><1><94><99>}
COD10K-CAM-1-Aquatic-11-Octopus-472.jpg@#@<p>The camouflaged objects</p> {<14><13><80><100>}<delim>{<67><5><100><51>}
COD10K-CAM-3-Flying-56-Cicada-3508.jpg@#@<p>The camouflaged objects</p> {<1><4><98><100>}
COD10K-CAM-3-Flying-62-Mantis-4347.jpg@#@<p>The camouflaged objects</p> {<27><38><65><81>}<delim>{<0><22><100><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-693.jpg@#@<p>The camouflaged objects</p> {<7><31><96><64>}<delim>{<39><32><96><56>}
COD10K-CAM-1-Aquatic-13-Pipefish-691.jpg@#@<p>The camouflaged objects</p> {<12><13><50><34>}<delim>{<15><14><87><49>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2844.jpg@#@<p>The camouflaged objects</p> {<0><1><99><98>}
COD10K-CAM-2-Terrestrial-45-Spider-2703.jpg@#@<p>The camouflaged objects</p> {<42><16><95><100>}<delim>{<17><2><36><66>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-403.jpg@#@<p>The camouflaged objects</p> {<34><8><56><46>}<delim>{<1><0><51><99>}
COD10K-CAM-3-Flying-50-Bat-2955.jpg@#@<p>The camouflaged objects</p> {<47><0><83><100>}<delim>{<63><19><71><35>}<delim>{<70><26><78><38>}
COD10K-CAM-3-Flying-60-Heron-3885.jpg@#@<p>The camouflaged objects</p> {<1><1><98><100>}
COD10K-CAM-3-Flying-53-Bird-3232.jpg@#@<p>The camouflaged objects</p> {<30><13><52><94>}<delim>{<1><0><16><75>}<delim>{<95><0><100><100>}<delim>{<51><53><59><90>}
COD10K-CAM-3-Flying-59-Grasshopper-3813.jpg@#@<p>The camouflaged objects</p> {<41><5><92><70>}<delim>{<0><49><11><83>}
COD10K-CAM-4-Amphibian-68-Toad-4960.jpg@#@<p>The camouflaged objects</p> {<25><21><69><88>}<delim>{<0><0><30><54>}
COD10K-CAM-2-Terrestrial-45-Spider-2701.jpg@#@<p>The camouflaged objects</p> {<1><16><64><57>}<delim>{<18><17><64><52>}<delim>{<0><0><100><100>}
COD10K-CAM-1-Aquatic-15-SeaHorse-966.jpg@#@<p>The camouflaged objects</p> {<42><1><90><98>}<delim>{<39><0><87><99>}
COD10K-CAM-2-Terrestrial-23-Cat-1428.jpg@#@<p>The camouflaged objects</p> {<27><72><98><91>}<delim>{<31><74><50><84>}<delim>{<32><76><100><90>}
COD10K-CAM-3-Flying-59-Grasshopper-3689.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3792.jpg@#@<p>The camouflaged objects</p> {<37><40><59><59>}<delim>{<47><41><58><55>}
COD10K-CAM-2-Terrestrial-22-Bug-1271.jpg@#@<p>The camouflaged objects</p> {<22><15><70><89>}<delim>{<44><31><69><84>}
COD10K-CAM-3-Flying-62-Mantis-4346.jpg@#@<p>The camouflaged objects</p> {<0><54><100><100>}
COD10K-CAM-3-Flying-55-Butterfly-3382.jpg@#@<p>The camouflaged objects</p> {<21><39><60><78>}<delim>{<0><1><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2520.jpg@#@<p>The camouflaged objects</p> {<47><47><69><67>}<delim>{<62><19><84><65>}
COD10K-CAM-4-Amphibian-68-Toad-4963.jpg@#@<p>The camouflaged objects</p> {<17><26><80><69>}<delim>{<13><55><49><68>}<delim>{<75><57><99><82>}
COD10K-CAM-1-Aquatic-13-Pipefish-490.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-411.jpg@#@<p>The camouflaged objects</p> {<1><2><85><98>}
COD10K-CAM-2-Terrestrial-44-Snake-2451.jpg@#@<p>The camouflaged objects</p> {<1><0><99><100>}
COD10K-CAM-2-Terrestrial-44-Snake-2465.jpg@#@<p>The camouflaged objects</p> {<1><39><68><67>}
COD10K-CAM-3-Flying-59-Grasshopper-3707.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}<delim>{<12><74><33><86>}<delim>{<0><1><100><99>}
COD10K-CAM-3-Flying-55-Butterfly-3325.jpg@#@<p>The camouflaged objects</p> {<34><32><52><59>}<delim>{<35><33><52><58>}
COD10K-CAM-3-Flying-65-Owl-4588.jpg@#@<p>The camouflaged objects</p> {<49><22><70><91>}<delim>{<61><20><71><89>}
COD10K-CAM-2-Terrestrial-23-Cat-1363.jpg@#@<p>The camouflaged objects</p> {<64><0><100><100>}<delim>{<29><53><48><78>}<delim>{<0><31><14><53>}<delim>{<18><46><30><73>}
COD10K-CAM-2-Terrestrial-34-Human-2017.jpg@#@<p>The camouflaged objects</p> {<0><23><28><64>}<delim>{<49><40><71><50>}
COD10K-CAM-3-Flying-59-Grasshopper-3788.jpg@#@<p>The camouflaged objects</p> {<60><26><71><51>}<delim>{<59><27><73><50>}
COD10K-CAM-1-Aquatic-7-Flounder-290.jpg@#@<p>The camouflaged objects</p> {<16><29><47><83>}<delim>{<46><10><81><90>}
COD10K-CAM-2-Terrestrial-44-Snake-2474.jpg@#@<p>The camouflaged objects</p> {<12><59><36><76>}<delim>{<0><19><100><100>}
COD10K-CAM-4-Amphibian-67-Frog-4711.jpg@#@<p>The camouflaged objects</p> {<0><1><76><99>}
COD10K-CAM-4-Amphibian-68-Toad-4836.jpg@#@<p>The camouflaged objects</p> {<28><45><79><76>}<delim>{<0><1><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4115.jpg@#@<p>The camouflaged objects</p> {<1><15><99><77>}<delim>{<0><2><100><98>}
COD10K-CAM-3-Flying-59-Grasshopper-3874.jpg@#@<p>The camouflaged objects</p> {<7><25><80><91>}
COD10K-CAM-1-Aquatic-13-Pipefish-749.jpg@#@<p>The camouflaged objects</p> {<43><32><95><98>}<delim>{<1><0><28><27>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2369.jpg@#@<p>The camouflaged objects</p> {<6><32><70><78>}<delim>{<10><54><29><74>}<delim>{<64><43><99><72>}<delim>{<43><41><64><71>}
COD10K-CAM-4-Amphibian-68-Toad-4908.jpg@#@<p>The camouflaged objects</p> {<20><45><36><81>}<delim>{<27><47><37><83>}<delim>{<42><39><55><61>}<delim>{<59><54><78><75>}<delim>{<1><66><24><77>}
COD10K-CAM-3-Flying-63-Mockingbird-4427.jpg@#@<p>The camouflaged objects</p> {<1><2><98><97>}
COD10K-CAM-2-Terrestrial-35-Kangaroo-2049.jpg@#@<p>The camouflaged objects</p> {<4><35><32><65>}<delim>{<78><35><97><59>}<delim>{<90><36><98><57>}
COD10K-CAM-2-Terrestrial-44-Snake-2484.jpg@#@<p>The camouflaged objects</p> {<34><24><91><78>}<delim>{<34><26><91><77>}
COD10K-CAM-3-Flying-53-Bird-3231.jpg@#@<p>The camouflaged objects</p> {<34><29><67><61>}<delim>{<0><1><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3688.jpg@#@<p>The camouflaged objects</p> {<29><18><67><51>}<delim>{<30><23><64><51>}
COD10K-CAM-2-Terrestrial-45-Spider-2579.jpg@#@<p>The camouflaged objects</p> {<4><0><72><100>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2339.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}<delim>{<0><1><99><72>}
COD10K-CAM-2-Terrestrial-40-Rabbit-2344.jpg@#@<p>The camouflaged objects</p> {<27><31><79><66>}
COD10K-CAM-3-Flying-61-Katydid-4206.jpg@#@<p>The camouflaged objects</p> {<1><0><99><99>}<delim>{<63><14><78><23>}<delim>{<14><26><39><52>}
COD10K-CAM-2-Terrestrial-22-Bug-1293.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}<delim>{<1><1><100><99>}
COD10K-CAM-1-Aquatic-13-Pipefish-510.jpg@#@<p>The camouflaged objects</p> {<1><26><84><99>}
COD10K-CAM-1-Aquatic-3-Crab-37.jpg@#@<p>The camouflaged objects</p> {<43><27><62><49>}<delim>{<61><27><82><42>}<delim>{<47><13><59><23>}<delim>{<86><0><100><10>}
COD10K-CAM-1-Aquatic-13-Pipefish-832.jpg@#@<p>The camouflaged objects</p> {<9><29><91><70>}<delim>{<36><58><59><69>}
COD10K-CAM-3-Flying-59-Grasshopper-3706.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}
COD10K-CAM-3-Flying-60-Heron-3888.jpg@#@<p>The camouflaged objects</p> {<1><2><99><98>}<delim>{<0><34><65><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1364.jpg@#@<p>The camouflaged objects</p> {<15><46><79><100>}<delim>{<22><0><63><48>}
COD10K-CAM-1-Aquatic-6-Fish-228.jpg@#@<p>The camouflaged objects</p> {<10><1><96><93>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-950.jpg@#@<p>The camouflaged objects</p> {<18><33><79><84>}<delim>{<20><56><50><85>}
COD10K-CAM-1-Aquatic-3-Crab-40.jpg@#@<p>The camouflaged objects</p> {<1><29><49><57>}<delim>{<47><42><69><56>}
COD10K-CAM-3-Flying-55-Butterfly-3398.jpg@#@<p>The camouflaged objects</p> {<34><13><79><56>}<delim>{<0><2><97><98>}
COD10K-CAM-3-Flying-61-Katydid-4125.jpg@#@<p>The camouflaged objects</p> {<1><1><100><99>}
COD10K-CAM-3-Flying-56-Cicada-3509.jpg@#@<p>The camouflaged objects</p> {<73><40><81><53>}<delim>{<58><9><73><39>}<delim>{<72><71><86><99>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1706.jpg@#@<p>The camouflaged objects</p> {<0><0><100><95>}
COD10K-CAM-3-Flying-61-Katydid-4161.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}
COD10K-CAM-3-Flying-59-Grasshopper-3726.jpg@#@<p>The camouflaged objects</p> {<7><23><97><79>}
COD10K-CAM-2-Terrestrial-36-Leopard-2073.jpg@#@<p>The camouflaged objects</p> {<50><40><93><71>}
COD10K-CAM-3-Flying-59-Grasshopper-3659.jpg@#@<p>The camouflaged objects</p> {<38><7><69><100>}<delim>{<49><29><58><69>}
COD10K-CAM-2-Terrestrial-23-Cat-1526.jpg@#@<p>The camouflaged objects</p> {<1><1><28><99>}<delim>{<43><0><98><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3699.jpg@#@<p>The camouflaged objects</p> {<24><23><78><77>}
COD10K-CAM-2-Terrestrial-45-Spider-2538.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}<delim>{<0><0><99><100>}
COD10K-CAM-3-Flying-57-Dragonfly-3553.jpg@#@<p>The camouflaged objects</p> {<1><0><99><98>}
COD10K-CAM-1-Aquatic-6-Fish-168.jpg@#@<p>The camouflaged objects</p> {<27><16><74><100>}
COD10K-CAM-3-Flying-65-Owl-4534.jpg@#@<p>The camouflaged objects</p> {<40><28><63><75>}
